1,3.44E+00,7.04E+00,1.08E+01,1.60E-01
2,3.44E+00,7.04E+00,1.08E+01,1.60E-01
3,3.44E+00,7.04E+00,1.08E+01,1.60E-01
4,3.44E+00,7.04E+00,1.08E+01,1.60E-01
5,3.44E+00,7.04E+00,1.08E+01,1.60E-01
6,3.44E+00,7.04E+00,1.08E+01,1.60E-01
7,3.44E+00,7.04E+00,1.08E+01,1.60E-01
8,3.44E+00,7.04E+00,1.08E+01,1.60E-01
9,3.44E+00,7.04E+00,1.08E+01,1.60E-01
10,3.44E+00,7.04E+00,1.08E+01,1.60E-01
11,3.44E+00,7.04E+00,1.08E+01,1.60E-01
12,3.44E+00,7.04E+00,1.08E+01,1.60E-01
13,3.44E+00,7.04E+00,1.08E+01,1.60E-01
14,3.44E+00,7.04E+00,1.08E+01,1.60E-01
15,3.44E+00,7.04E+00,1.08E+01,1.60E-01
16,3.44E+00,7.04E+00,1.08E+01,1.60E-01
17,3.44E+00,7.04E+00,1.08E+01,1.60E-01
18,3.44E+00,7.04E+00,1.08E+01,1.60E-01
19,3.44E+00,7.04E+00,1.08E+01,1.60E-01
20,3.44E+00,7.04E+00,1.08E+01,1.60E-01
21,3.44E+00,7.04E+00,1.08E+01,1.60E-01
22,3.44E+00,7.04E+00,1.08E+01,1.60E-01
23,3.44E+00,7.04E+00,1.08E+01,1.60E-01
24,3.44E+00,7.04E+00,1.08E+01,1.60E-01
25,3.44E+00,7.04E+00,1.08E+01,1.60E-01
26,3.44E+00,7.04E+00,1.08E+01,1.60E-01
27,3.44E+00,7.04E+00,1.08E+01,1.60E-01
28,3.44E+00,7.04E+00,1.08E+01,1.60E-01
29,3.44E+00,7.04E+00,1.08E+01,1.60E-01
30,3.44E+00,7.04E+00,1.08E+01,1.60E-01
31,3.44E+00,7.04E+00,1.08E+01,1.60E-01
32,3.44E+00,7.04E+00,1.08E+01,1.60E-01
33,3.44E+00,7.04E+00,1.08E+01,1.60E-01
34,3.44E+00,7.04E+00,1.08E+01,1.60E-01
35,3.44E+00,7.04E+00,1.08E+01,1.60E-01
36,3.44E+00,7.04E+00,1.08E+01,1.60E-01
37,3.44E+00,7.04E+00,1.08E+01,1.60E-01
38,3.44E+00,7.04E+00,1.08E+01,1.60E-01
39,3.44E+00,7.04E+00,1.08E+01,1.60E-01
40,3.44E+00,7.04E+00,1.08E+01,1.60E-01
41,3.44E+00,7.04E+00,1.08E+01,1.60E-01
42,3.44E+00,7.04E+00,1.08E+01,1.60E-01
43,3.44E+00,7.04E+00,1.08E+01,1.60E-01
44,3.44E+00,7.04E+00,1.08E+01,1.60E-01
45,3.44E+00,7.04E+00,1.08E+01,1.60E-01
46,3.44E+00,7.04E+00,1.08E+01,1.60E-01
47,3.44E+00,7.04E+00,1.08E+01,1.60E-01
48,3.44E+00,7.04E+00,1.08E+01,1.60E-01
49,3.44E+00,7.04E+00,1.08E+01,1.60E-01
50,3.44E+00,7.04E+00,1.08E+01,1.60E-01
51,3.44E+00,7.04E+00,1.08E+01,1.60E-01
52,3.44E+00,7.04E+00,1.08E+01,1.60E-01
53,3.44E+00,7.04E+00,1.08E+01,1.60E-01
54,3.44E+00,7.04E+00,1.08E+01,1.60E-01
55,3.44E+00,7.04E+00,1.08E+01,1.60E-01
56,3.44E+00,7.04E+00,1.08E+01,1.60E-01
57,3.44E+00,7.04E+00,1.08E+01,1.60E-01
58,3.44E+00,7.04E+00,1.08E+01,1.60E-01
59,3.44E+00,7.04E+00,1.08E+01,1.60E-01
60,3.44E+00,7.04E+00,1.08E+01,1.60E-01
61,3.44E+00,7.04E+00,1.08E+01,1.60E-01
62,3.44E+00,7.04E+00,1.08E+01,1.60E-01
63,3.44E+00,7.04E+00,1.08E+01,1.60E-01
64,3.44E+00,7.04E+00,1.08E+01,1.60E-01
65,3.44E+00,7.04E+00,1.08E+01,1.60E-01
66,3.44E+00,7.04E+00,1.08E+01,1.60E-01
67,3.44E+00,7.04E+00,1.08E+01,1.60E-01
68,3.44E+00,7.04E+00,1.08E+01,1.60E-01
69,3.00E+00,6.04E+00,1.08E+01,1.80E-01
70,3.44E+00,7.04E+00,1.08E+01,1.60E-01
71,3.44E+00,7.04E+00,1.08E+01,1.60E-01
72,3.44E+00,7.04E+00,1.08E+01,1.60E-01
73,3.44E+00,7.04E+00,1.08E+01,1.60E-01
74,3.44E+00,7.04E+00,1.08E+01,1.60E-01
75,3.44E+00,7.04E+00,1.08E+01,1.60E-01
76,3.44E+00,7.04E+00,1.08E+01,1.60E-01
77,3.44E+00,7.04E+00,1.08E+01,1.60E-01
78,3.44E+00,7.04E+00,1.08E+01,1.60E-01
79,3.44E+00,7.04E+00,1.08E+01,1.60E-01
80,3.44E+00,7.04E+00,1.08E+01,1.60E-01
81,3.44E+00,7.04E+00,1.08E+01,1.60E-01
82,3.44E+00,7.04E+00,1.08E+01,1.60E-01
83,3.44E+00,7.04E+00,1.08E+01,1.60E-01
84,3.44E+00,7.04E+00,1.08E+01,1.60E-01
85,3.44E+00,7.04E+00,1.08E+01,1.60E-01
86,3.44E+00,7.04E+00,1.08E+01,1.60E-01
87,3.44E+00,7.04E+00,1.08E+01,1.60E-01
88,3.44E+00,7.04E+00,1.08E+01,1.60E-01
89,3.44E+00,7.04E+00,1.08E+01,1.60E-01
90,3.44E+00,7.04E+00,1.08E+01,1.60E-01
91,3.44E+00,7.04E+00,1.08E+01,1.60E-01
92,3.44E+00,7.04E+00,1.08E+01,1.60E-01
93,3.44E+00,7.04E+00,1.08E+01,1.60E-01
94,3.44E+00,7.04E+00,1.08E+01,1.60E-01
95,3.44E+00,7.04E+00,1.08E+01,1.60E-01
96,3.44E+00,7.04E+00,1.08E+01,1.60E-01
97,3.44E+00,7.04E+00,1.08E+01,1.60E-01
98,3.44E+00,7.04E+00,1.08E+01,1.60E-01
99,3.44E+00,7.04E+00,1.08E+01,1.60E-01
100,3.44E+00,7.04E+00,1.08E+01,1.60E-01
101,3.44E+00,7.04E+00,1.08E+01,1.60E-01
102,3.44E+00,7.04E+00,1.08E+01,1.60E-01
103,3.44E+00,7.04E+00,1.08E+01,1.60E-01
104,3.44E+00,7.04E+00,1.08E+01,1.60E-01
105,3.44E+00,7.04E+00,1.08E+01,1.60E-01
106,3.44E+00,7.04E+00,1.08E+01,1.60E-01
107,3.44E+00,7.04E+00,1.08E+01,1.60E-01
108,3.44E+00,7.04E+00,1.08E+01,1.60E-01
109,3.44E+00,7.04E+00,1.08E+01,1.60E-01
110,3.44E+00,7.04E+00,1.08E+01,1.60E-01
111,3.44E+00,7.04E+00,1.08E+01,1.60E-01
112,3.44E+00,7.04E+00,1.08E+01,1.60E-01
113,3.44E+00,7.04E+00,1.08E+01,1.60E-01
114,3.44E+00,7.04E+00,1.08E+01,1.60E-01
115,3.44E+00,7.04E+00,1.08E+01,1.60E-01
116,3.44E+00,7.04E+00,1.08E+01,1.60E-01
117,3.44E+00,7.04E+00,1.08E+01,1.60E-01
118,3.44E+00,7.04E+00,1.08E+01,1.60E-01
119,3.44E+00,7.04E+00,1.08E+01,1.60E-01
120,3.44E+00,7.04E+00,1.08E+01,1.60E-01
121,3.44E+00,7.04E+00,1.08E+01,1.60E-01
122,3.44E+00,7.04E+00,1.08E+01,1.60E-01
123,3.44E+00,7.04E+00,1.08E+01,1.60E-01
124,3.44E+00,7.04E+00,1.08E+01,1.60E-01
125,3.44E+00,7.04E+00,1.08E+01,1.60E-01
126,3.44E+00,7.04E+00,1.08E+01,1.60E-01
127,3.44E+00,7.04E+00,1.08E+01,1.60E-01
128,3.44E+00,7.04E+00,1.08E+01,1.60E-01
129,3.44E+00,7.04E+00,1.08E+01,1.60E-01
130,3.44E+00,7.04E+00,1.08E+01,1.60E-01
131,3.44E+00,7.04E+00,1.08E+01,1.60E-01
132,3.44E+00,7.04E+00,1.08E+01,1.60E-01
133,3.44E+00,7.04E+00,1.08E+01,1.60E-01
134,3.44E+00,7.04E+00,1.08E+01,1.60E-01
135,3.44E+00,7.04E+00,1.08E+01,1.60E-01
136,3.44E+00,7.04E+00,1.08E+01,1.60E-01
137,3.44E+00,7.04E+00,1.08E+01,1.60E-01
138,3.44E+00,7.04E+00,1.08E+01,1.60E-01
139,3.44E+00,7.04E+00,1.08E+01,1.60E-01
140,3.44E+00,7.04E+00,1.08E+01,1.60E-01
141,3.44E+00,7.04E+00,1.08E+01,1.60E-01
142,3.44E+00,7.04E+00,1.08E+01,1.60E-01
143,3.44E+00,7.04E+00,1.08E+01,1.60E-01
144,3.44E+00,7.04E+00,1.08E+01,1.60E-01
145,3.44E+00,7.04E+00,1.08E+01,1.60E-01
146,3.44E+00,7.04E+00,1.08E+01,1.60E-01
147,3.44E+00,7.04E+00,1.08E+01,1.60E-01
148,3.44E+00,7.04E+00,1.08E+01,1.60E-01
149,3.44E+00,7.04E+00,1.08E+01,1.60E-01
150,3.44E+00,7.04E+00,1.08E+01,1.60E-01
151,3.44E+00,7.04E+00,1.08E+01,1.60E-01
152,3.44E+00,7.04E+00,1.08E+01,1.60E-01
153,3.44E+00,7.04E+00,1.08E+01,1.60E-01
154,3.44E+00,7.04E+00,1.08E+01,1.60E-01
